"","PID","location","age_pid","loc","age.PIDr","age_adint","sex.BIO","age.BIO","weight","height_stand","height","part_i","part_ii","part_iii","part_i_pr","part_i_te","part_ii_pr","part_ii_te","part_iii_pr","part_iii_te","knox_PR_I","demo_speed_knox","back_noise_knox","beads_PR_I","uncover_time_error_beads","skip_cor_beads","back_noise_beads","cmb_schl.Psurv","cmb_grade.Psurv","cmb_howoft.Psurv","10a_schl_go_often_other","yrs_school","age_yr","sex","AGE","HEIGHT","height2","HTKS_all","HTKS_i_ii","knox_total","beads_total","age_yr2","edu_exposure","bmi","knox_total_z","beads_total_z","HTKS_all_c","HTKS_i_ii_c","age_yr_c","yrs_school_c","bmi_c"
"93","JE9K","Vanuatu",10.1,"Lenekel",,,"f",10,28.3,137.16,,19,15,15,6,"10",5,"10",12,"10","1","1","1","1",,,,,,,,4,10.1,"f",,137.16,137.16,49,34,7,0,10.1,4,15.0428970268091,0.0665469340933605,-1.36364480485189,-0.86915887850467,-1.77570093457944,-0.571962616822431,-2.26168224299065,-1.82737890834531
"94","FCEQ","Vanuatu",10.5,"Ikunala",,,"m",10,20.2,130.175,,19,14,15,6,"10",5,"10",6,"10","1","0","2","1","0","0","2",,,,,1,10.5,"m",,130.175,130.175,48,33,5,0,10.5,1,11.9205473390126,-0.645505260705599,-1.36364480485189,-1.86915887850467,-2.77570093457944,-0.17196261682243,-5.26168224299065,-4.94972859614187
"95","MT32","Vanuatu",10.5,"Ikunala",,,"f",10,20.3,144.78,,18,21,12,6,"11",5,"14",6,"10","1","0","1","1","0","0","1",,,,,1,10.5,"f",,144.78,144.78,51,39,6,0,10.5,1,9.68453768240254,-0.289479163306119,-1.36364480485189,1.13084112149533,3.22429906542056,-0.17196261682243,-5.26168224299065,-7.18573825275191
"96","FEJD","Vanuatu",11,"Ikunala",,,"f",10,21.5,134.62,,16,6,0,6,"10",5,"10",6,"10","1",,,"1",,,,,,,,4,11,"f",,134.62,134.62,22,22,2,0,11,4,11.8636762727424,-1.71358355290404,-1.36364480485189,-27.8691588785047,-13.7757009345794,0.32803738317757,-2.26168224299065,-5.00659966241209
"97","QFFC","Vanuatu",11,"Lenekel",,,"m",11,33,139.699999999999,,18,17,0,8,"10",5,"11",6,"10","1","1","2","1","0","0","2",,,,,5,11,"m",,139.699999999999,139.699999999999,35,35,9,3,11,5,16.9091247273406,0.77859912889232,-0.0948622472940447,-14.8691588785047,-0.77570093457944,0.32803738317757,-1.26168224299065,0.0388487921861547
"98","YMHC","Vanuatu",11.2,"Lenekel",,,"m",11,27.1,137.16,,16,22,14,6,"10",5,"13",6,"11","1","0","1","1","1",,,,,,,4,11.2,"m",,137.16,137.16,52,38,7,3,11.2,4,14.4050356687819,0.0665469340933605,-0.0948622472940447,2.13084112149533,2.22429906542056,0.528037383177569,-2.26168224299065,-2.46524026637255
"99","VHXF","Vanuatu",11.3,"Lenekel",,,"m",11,30.2,137.16,,20,19,20,6,"10",5,"10",6,"10","1","0","2","1",,,,,,,,4,11.3,"m",,137.16,137.16,59,39,8,1,11.3,4,16.0528441770189,0.42257303149284,-0.940717285665943,9.13084112149533,3.22429906542056,0.628037383177571,-2.26168224299065,-0.817431758135509
"100","KAA2","Vanuatu",11.5,"Lenaulaul",,,"m",11,25.8,165.1,,12,8,7,6,"10",5,"10",6,"10","1","0","1","1","0","0","1",,,,,3,11.5,"m",,165.1,165.1,27,20,10,1,11.5,3,9.46510768761182,1.1346252262918,-0.940717285665943,-22.8691588785047,-15.7757009345794,0.82803738317757,-3.26168224299065,-7.40516824754263
"101","P48Q","Vanuatu",11.5,"Ikunala",,,"m",10,20.2,127.635,,15,17,18,6,"10",5,"10",6,"10","1","2","2","1","0","0","2",,,,,1,11.5,"m",,127.635,127.635,50,32,9,0,11.5,1,12.3997178763398,0.77859912889232,-1.36364480485189,0.13084112149533,-3.77570093457944,0.82803738317757,-5.26168224299065,-4.47055805881466
"102","T4PN","Vanuatu",11.7,"Lenekel",,,"f",11,30.2,127,,17,15,20,6,"10",5,"10",6,"10","1","0","1","1","0","0","1",,,,,4,11.7,"f",,127,127,52,32,9,3,11.7,4,18.7240374480749,0.77859912889232,-0.0948622472940447,2.13084112149533,-3.77570093457944,1.02803738317757,-2.26168224299065,1.85376151292044
"103","Y49A","Vanuatu",12,"Lenekel",,,"f",12,38.2,149.86,,20,19,15,6,"10",5,"10",6,"10","1",,,"1",,,,,,,,7,12,"f",,149.86,149.86,54,39,7,7,12,7,17.009514053501,0.0665469340933605,1.59684782944975,4.13084112149533,3.22429906542056,1.32803738317757,0.738317757009346,0.139238118346508
"104","HU9V","Vanuatu",12.4,"Lenekel",,,"f",12,43.2,149.86,,12,19,13,6,"10",5,"10",6,"10","1","0","1","1",,,,,,,,5,12.4,"f",,149.86,149.86,44,31,6,7,12.4,5,19.2358902385142,-0.289479163306119,1.59684782944975,-5.86915887850467,-4.77570093457944,1.72803738317757,-1.26168224299065,2.36561430335972
"105","A9KV","Vanuatu",12.5,"Ikunala",,,"f",12,29.4,152.4,,18,20,8,6,"11",5,"10",7,"10","1",,,"1",,,,,,,,6,12.5,"f",,152.4,152.4,46,38,9,3,12.5,6,12.6583586500506,0.77859912889232,-0.0948622472940447,-3.86915887850467,2.22429906542056,1.82803738317757,-0.261682242990654,-4.21191728510382
"106","F49K","Vanuatu",12.5,"Ikunala",,,"f",12,13,127.635,,11,11,3,6,"10",5,"10",6,"10","1","2","1","1","0","0","1",,,,,1,12.5,"f",,127.635,127.635,25,22,5,2,12.5,1,7.98001645507016,-0.645505260705599,-0.517789766479994,-24.8691588785047,-13.7757009345794,1.82803738317757,-5.26168224299065,-8.89025948008429
"107","LPME","Vanuatu",12.9,"Lenekel",,,"m",12,36.7999999999999,139.699999999999,,18,16,17,7,"10",5,"10",6,"10","1","0","2","1","1","0","2",,,,,7,12.9,"m",,139.699999999999,139.699999999999,51,34,12,4,12.9,7,18.8562360595798,1.84667742109076,0.328065271891905,1.13084112149533,-1.77570093457944,2.22803738317757,0.738317757009346,1.98596012442533
